frequency,monetary,age,gender,recency,Books,Clothing,Electronics,Groceries,Toys,mall_preference,payment_preference
3,8415.38,17,F,130,0.00786773740460918,0.19204955688275518,0.7522227160270838,0.03021372772233696,0.017646261963214973,MK,Mobile Payment
1,424.39000000000004,40,F,604,0.18556045147152384,0.0,0.0,0.6665331416857136,0.14790640684276257,TKO,Mobile Payment
2,1773.52,67,M,338,0.043399566962876085,0.0,0.46824958275068795,0.48835085028643604,0.0,MK,Cash
2,1928.12,73,F,318,0.06688380391261954,0.29330124681036446,0.44119141962118535,0.16686720743522188,0.031756322220608674,CYB,Cash
3,4125.24,20,F,157,0.03272779280720637,0.05637247772250827,0.8463531818754788,0.0645465475948066,0.0,ST,Cash
4,11515.36,59,F,58,0.01567818982645788,0.11559603868224702,0.8142463631184782,0.05097626127190118,0.003503147100915647,MK,Cash
2,5830.24,32,F,168,0.018143335437306184,0.050536513076648644,0.8885414665605532,0.02890104009440435,0.013877644831087572,TKO,Credit Card
1,2641.2000000000003,70,F,302,0.0,0.0,0.8401029834923519,0.159897016507648,0.0,MK,Cash
2,1776.3,47,F,337,0.03846760119349209,0.31033046219670096,0.6039576648088723,0.047244271800934524,0.0,CYB,Cash
3,6852.6900000000005,29,M,250,0.044081959055494994,0.0,0.9458314909911291,0.010086549953375976,0.0,ST,Credit Card
6,3986.7,75,M,78,0.052371635688664805,0.0,0.37090826999774246,0.5540346652619961,0.022685429051596557,TKO,Mobile Payment
3,4598.27,44,M,328,0.0,0.059215748531512936,0.8848197256794403,0.018374301639529647,0.037590224149517106,CYB,Cash
2,616.57,27,M,223,0.3736153234831406,0.3319168950808505,0.0,0.18465056684561362,0.10981721459039523,CYB,Cash
4,14238.060000000001,77,M,51,0.023884574162491234,0.0679783622206958,0.8425656304299883,0.06557143318682461,0.0,MK,Mobile Payment
2,3706.6800000000003,55,M,73,0.019124931205283434,0.0,0.9139094823399917,0.03533890165862713,0.031626684796097856,TKO,Cash
3,8149.77,32,F,40,0.013087485904510188,0.10450478970572176,0.8617322942856056,0.020675430104162448,0.0,ST,Mobile Payment
2,834.47,43,M,187,0.0,0.18994092058432296,0.0,0.810059079415677,0.0,MK,Mobile Payment
4,8391.88,40,M,24,0.024790630943245143,0.12628755415949705,0.7617554111831913,0.0698627721082761,0.017303631605790362,MK,Credit Card
3,7056.43,21,M,327,0.0,0.03295575808163618,0.7979034724357784,0.15098853102772933,0.018152238454856067,ST,Credit Card
2,1016.21,76,M,387,0.0,0.0,0.0,1.0,0.0,CYB,Cash
3,6688.36,29,M,148,0.01951599495242481,0.03706289733208141,0.8388005430329707,0.10462056468252308,0.0,CYB,Credit Card
5,13854.74,21,M,86,0.008409396350996122,0.0,0.8809540994634327,0.10274462025270774,0.00789188393286341,TKO,Mobile Payment
5,9868.279999999999,72,M,21,0.023415428017851132,0.028265310672173874,0.8472753103884364,0.09811233568565139,0.002931615235887105,TKO,Cash
2,4767.99,44,M,24,0.0235633883460326,0.0352957955029268,0.8620215226961464,0.0637962747405091,0.015323018714384885,CYB,Credit Card
3,8699.54,18,M,102,0.01563645893920828,0.0,0.9469063881538563,0.034131689721525506,0.003325463185409803,TKO,Mobile Payment
6,20763.43,51,M,48,0.009921289497929774,0.02719059423226317,0.9072219763305004,0.049625712129450675,0.006040427809856079,MK,Credit Card
3,8401.869999999999,16,F,83,0.025120598152554137,0.07000822435957711,0.8624615710550151,0.0340007641156076,0.008408842317246043,MK,Cash
2,2156.34,75,M,255,0.06337590546945286,0.19933312928387914,0.5189534117996234,0.18122837771408962,0.03710917573295491,ST,Credit Card
1,369.53,47,F,236,0.20266284198847187,0.7973371580115282,0.0,0.0,0.0,MK,Credit Card
3,1112.98,20,M,277,0.11998418659814192,0.2937878488382541,0.0,0.586227964563604,0.0,TKO,Credit Card
2,9893.9,72,M,45,0.0,0.0,0.9428455917282367,0.057154408271763414,0.0,CYB,Mobile Payment
4,5099.87,76,F,187,0.056924980440677904,0.13100726096939727,0.725830266261689,0.08623749232823583,0.0,TKO,Mobile Payment
5,5891.26,50,F,73,0.029455498484195236,0.22532531241194587,0.5144519169074189,0.1932574695396231,0.03750980265681705,CYB,Cash
2,5358.18,34,M,385,0.0,0.0,0.8525058881933792,0.14165630867197446,0.005837803134646467,CYB,Cash
2,3222.54,55,F,116,0.0,0.0,0.7997914688413488,0.16394831406281998,0.036260217095831236,CYB,Mobile Payment
1,589.06,56,F,320,0.0,0.0,0.0,1.0,0.0,CYB,Mobile Payment
7,13309.98,21,F,410,0.05512780635282698,0.025154808647345827,0.8192221175388693,0.0816004231411317,0.018894844319826177,MK,Mobile Payment
3,4155.75,46,F,276,0.03373879564458882,0.0,0.8897575648198279,0.064893220237021,0.011610419298562233,MK,Credit Card
3,9627.29,42,F,110,0.010577223704697792,0.0,0.9673168669480197,0.01069148223435671,0.011414427112925861,TKO,Cash
2,2603.9500000000003,24,M,462,0.0,0.0,0.803598379385165,0.1457439658979627,0.05065765471687245,MK,Mobile Payment
3,1581.26,56,F,84,0.07562323716529856,0.0,0.49921581523595104,0.42516094759875034,0.0,MK,Mobile Payment
1,3370.13,32,F,84,0.0,0.1588277010085664,0.778720702168759,0.05180512324450392,0.010646473578170576,ST,Credit Card
2,759.02,27,M,399,0.0,0.0,0.0,1.0,0.0,CYB,Cash
1,409.53,59,F,491,0.0,0.0,0.0,0.9266964569140235,0.07330354308597661,TKO,Cash
6,2758.14,69,M,46,0.11217704685041369,0.3206544990464589,0.286203746002741,0.28096470810038654,0.0,MK,Mobile Payment
2,461.83,43,F,163,0.0,0.0,0.0,0.9190178204101077,0.08098217958989239,CYB,Cash
1,425.53999999999996,26,F,375,0.0,0.696033275367768,0.0,0.303966724632232,0.0,CYB,Mobile Payment
2,982.54,31,M,249,0.14341400858998107,0.0,0.0,0.7725079894966108,0.08407800191340811,ST,Cash
8,8401.35,59,F,130,0.07266570253590196,0.1959613633523184,0.5571235575234933,0.13964541412987197,0.034603962458414426,CYB,Mobile Payment
1,154.28,73,F,366,0.464544983147524,0.0,0.0,0.0,0.535455016852476,CYB,Mobile Payment
4,1530.51,18,F,395,0.06930369615356972,0.2090152955550764,0.0,0.574011277286656,0.14766973100469777,CYB,Cash
4,6453.03,30,M,348,0.03400108166241285,0.0,0.8351069187652933,0.13089199957229394,0.0,MK,Credit Card
5,2037.8300000000002,53,F,223,0.28245731979605754,0.27704469950879124,0.0,0.374668151906685,0.06582982878846616,ST,Mobile Payment
4,10203.810000000001,38,M,175,0.02274248540496148,0.0685881058153768,0.8746840640897862,0.02406454059807072,0.009920804091804925,CYB,Credit Card
3,3808.69,58,M,13,0.02373519504081456,0.07149177276176323,0.7461830708196256,0.14929542703659263,0.00929453434120393,MK,Credit Card
1,353.2,51,M,119,0.0,1.0,0.0,0.0,0.0,ST,Credit Card
5,14566.05,59,F,161,0.03644227501621922,0.04055938294870606,0.9136395934381661,0.0033543754140621515,0.006004373182846415,MK,Cash
1,2549.5800000000004,50,F,516,0.11558374320476314,0.0,0.8513166874544043,0.03309956934083261,0.0,CYB,Credit Card
1,397.07,16,F,276,0.1979247991538016,0.6140227163976125,0.0,0.1880524844485859,0.0,ST,Credit Card
3,7209.9,26,M,86,0.028802063828901926,0.03381600299588066,0.8798346717707597,0.0526373458716487,0.004909915532809054,TKO,Cash
6,14331.109999999999,59,F,72,0.021018609165654307,0.06085920769570537,0.8120871307246962,0.09044100561645262,0.015594046797491615,MK,Cash
3,1584.5,39,F,194,0.08887977279899023,0.3262101609340486,0.0,0.5641022404544019,0.020807825812559168,CYB,Cash
2,809.01,68,M,76,0.25835280157229207,0.0,0.0,0.5444432083657804,0.19720399006192754,MK,Mobile Payment
3,9396.07,69,M,215,0.007531872367915522,0.09607846684837384,0.838946495715762,0.04861394178630002,0.008829223281648606,MK,Cash
6,14491.91,56,M,40,0.023225371948901147,0.058547148029486795,0.8348464764133919,0.07141363698780906,0.011967366620410973,MK,Cash
5,3887.4100000000003,56,M,311,0.05314335251491352,0.14587861841174457,0.4551024975497825,0.3097023468067428,0.036173184716816596,CYB,Credit Card
3,7740.219999999999,64,F,217,0.0,0.015301890643935188,0.8758872486828541,0.09801917774946968,0.010791682923741188,MK,Mobile Payment
2,1113.51,44,M,265,0.06549559501037261,0.5186661996749019,0.0,0.3408231627915331,0.07501504252319242,CYB,Mobile Payment
2,7795.389999999999,77,M,82,0.028147405068893287,0.0,0.9687520444775695,0.0,0.0031005504535372833,MK,Credit Card
2,395.89,73,M,76,0.21271060142969006,0.6641743918765314,0.0,0.0,0.12311500669377859,CYB,Cash
4,4236.64,64,M,90,0.03922211941538577,0.20173769779825518,0.512568922542392,0.2400345556856376,0.00643670455832924,CYB,Credit Card
2,1159.8600000000001,57,F,18,0.08664838859862396,0.46269377338644313,0.0,0.4506578380149328,0.0,TKO,Credit Card
2,3959.69,54,M,5,0.023365465478358157,0.1052355108606987,0.6797123007104092,0.19168672295053402,0.0,CYB,Credit Card
2,488.99,40,M,14,0.22389005910141313,0.0,0.0,0.7761099408985869,0.0,TKO,Cash
2,847.14,65,F,249,0.15415397691054605,0.7792218523502608,0.0,0.0,0.06662417073919304,CYB,Credit Card
2,623.3100000000001,16,M,563,0.09863470825111101,0.0,0.0,0.7600872759942886,0.14127801575460044,CYB,Credit Card
1,6439.2300000000005,59,F,677,0.014420978905862967,0.04927918400181388,0.9091863468147589,0.027113490277564243,0.0,MK,Mobile Payment
4,4097.78,38,F,97,0.017836487073488574,0.23160345357730283,0.538864946385604,0.1891511989418661,0.0225439140217386,TKO,Mobile Payment
2,3271.74,61,M,590,0.0,0.08416316699982272,0.7334079113866016,0.16338095325423166,0.019047968359343956,ST,Mobile Payment
2,6192.349999999999,17,M,48,0.01141408350626176,0.0,0.8951593498429514,0.07244907022374382,0.02097749642704305,TKO,Mobile Payment
2,4419.17,60,F,248,0.05973972488046398,0.0,0.9043168739831235,0.030474048294136677,0.005469352842275812,CYB,Mobile Payment
4,7030.36,47,M,28,0.015087420843313853,0.06744035867295557,0.7733188627609396,0.1281612890378302,0.015992068684960652,CYB,Credit Card
3,3835.13,31,F,68,0.024898764839783788,0.2425367588582395,0.5806791425584009,0.11036131760852956,0.04152401613504627,ST,Credit Card
3,4325.8,75,M,96,0.021344028850154885,0.059013361690323174,0.7748508946322067,0.13385963290027278,0.010932081927042396,CYB,Credit Card
3,7056.83,43,M,112,0.02222244265484644,0.035542871232550594,0.845066410838861,0.0971682752737419,0.0,TKO,Mobile Payment
3,1296.46,22,F,174,0.0,0.7908844083118646,0.0,0.1495302593215371,0.05958533236659827,CYB,Credit Card
1,7452.0,40,M,389,0.01655931293612453,0.0,0.9599154589371981,0.014260601180891038,0.009264626945786367,CYB,Credit Card
1,1643.0600000000002,63,M,368,0.048793105546967246,0.4457779995861381,0.5054288948668948,0.0,0.0,CYB,Cash
2,453.04,77,M,243,0.3619989404909059,0.0,0.0,0.24490111248454882,0.3930999470245453,TKO,Credit Card
3,5978.17,38,M,179,0.0,0.0,0.9170448481726013,0.08295515182739868,0.0,CYB,Cash
2,4836.71,40,M,382,0.0,0.0,0.8018446423291865,0.1903980184877737,0.007757339183039711,MK,Cash
3,888.17,32,M,8,0.09169415764999946,0.2129434680297691,0.0,0.6210072396050306,0.07435513471520094,CYB,Mobile Payment
5,8941.130000000001,48,M,146,0.031163846180516333,0.06965786203757245,0.7663192460013445,0.11515434849957447,0.01770469728099245,MK,Credit Card
1,111.31,55,M,7,1.0,0.0,0.0,0.0,0.0,CYB,Mobile Payment
3,2197.44,46,M,136,0.0551414373088685,0.3219428061744576,0.5298119630115042,0.06229066550167467,0.030813128003494974,CYB,Mobile Payment
4,1137.62,53,F,57,0.17614845027337775,0.0,0.0,0.769483658866757,0.054367890859865334,ST,Credit Card
2,2485.98,74,F,222,0.051874914520631706,0.25053298900232507,0.6320203702362851,0.053496005599401444,0.012075720641356728,CYB,Cash
2,2616.6099999999997,61,F,367,0.025731767439549646,0.45168748877364223,0.4404018940537565,0.05151703922250546,0.03066181051054609,TKO,Cash
2,1094.44,65,F,361,0.1007729980629363,0.6532473228317679,0.0,0.1866159862578122,0.05936369284748364,TKO,Mobile Payment
6,14029.39,33,F,66,0.022792152759314555,0.03684265673703561,0.8890992409506044,0.04449516336775869,0.006770786185286745,CYB,Credit Card
3,10705.289999999999,26,M,11,0.00786620446526904,0.03364971897071448,0.9030927700230447,0.0553913065409718,0.0,CYB,Credit Card
3,4801.64,63,M,139,0.0,0.10858373389092059,0.7527907131729992,0.12177506018776918,0.01685049274831099,CYB,Credit Card
1,65.61,51,F,102,1.0,0.0,0.0,0.0,0.0,MK,Credit Card
2,5590.15,49,M,16,0.012044399524163035,0.04361421428763092,0.8764523313327907,0.06788905485541533,0.0,MK,Credit Card
1,141.67000000000002,63,M,267,0.0,0.0,0.0,0.7152537587350885,0.2847462412649114,MK,Credit Card
2,6989.700000000001,44,M,187,0.02856488833569395,0.0614947708771478,0.8407227778016224,0.06921756298553586,0.0,MK,Credit Card
1,66.99,65,M,615,0.0,0.0,0.0,1.0,0.0,CYB,Cash
2,4988.870000000001,55,F,179,0.0,0.29781894497150657,0.6129985347383275,0.0891825202901659,0.0,CYB,Credit Card
4,4718.42,19,M,77,0.025209710030052433,0.03326749208421463,0.7047825331360922,0.20881778222371047,0.02792248252593029,MK,Credit Card
5,10650.78,76,M,302,0.016965893577747356,0.03956893297955642,0.8541327489629867,0.08489237407964487,0.004440050400064596,CYB,Cash
3,4500.44,71,F,74,0.0,0.17829589995644868,0.6911657526819599,0.11569313222707113,0.01484521513452018,MK,Credit Card
6,7180.6900000000005,29,F,103,0.019269735916743375,0.019191748982340138,0.7527911663085303,0.1913047353388045,0.017442613453581758,CYB,Credit Card
1,869.98,20,F,25,0.24944251591990618,0.7505574840800938,0.0,0.0,0.0,TKO,Mobile Payment
1,379.51,25,F,450,0.0,0.0,0.0,1.0,0.0,CYB,Cash
1,116.51,56,M,295,1.0,0.0,0.0,0.0,0.0,MK,Mobile Payment
2,4965.95,69,M,306,0.02008679104703027,0.046828904841973835,0.838033004762432,0.07642243679457102,0.018628862553992685,ST,Cash
3,6288.66,37,M,148,0.010948278329564643,0.03988449049559047,0.9135745929975543,0.019748245254155892,0.015844392923134658,CYB,Cash
7,12231.73,44,M,276,0.03430177088604801,0.02226095572744003,0.8606002585079952,0.07280245721578224,0.010034557662734546,MK,Mobile Payment
1,2559.8900000000003,52,M,232,0.0,0.0,0.882487138119216,0.10349663462101885,0.014016227259765068,CYB,Mobile Payment
6,18095.23,31,M,242,0.015953375558089067,0.041515360677924516,0.9005400870837231,0.02823174947209845,0.013759427208164804,TKO,Cash
3,11529.58,42,F,394,0.01314445105545909,0.05332978304500251,0.9220257806442211,0.011499985255317193,0.0,MK,Mobile Payment
1,1580.27,24,F,693,0.1082663089218931,0.08494118093743473,0.7088978465705228,0.09789466357014939,0.0,MK,Mobile Payment
4,6481.26,73,M,257,0.0588604684891518,0.08258733641298142,0.7731459623591709,0.07883035088856179,0.006575881850134078,ST,Cash
3,3650.98,36,M,7,0.051556020575297595,0.08112616338626889,0.6963198921933289,0.1709979238451046,0.0,MK,Credit Card
2,3125.88,34,F,46,0.0,0.0,0.9783388997658259,0.0,0.021661100234174054,ST,Cash
3,1613.24,37,F,198,0.04386824031142298,0.6703466316233171,0.0,0.24630557139669243,0.03947955666856761,ST,Mobile Payment
3,758.67,33,F,31,0.3121251664096379,0.24495498701675297,0.0,0.2265016410296967,0.21641820554391236,CYB,Mobile Payment
2,1199.99,61,M,141,0.12942607855065458,0.0,0.6578304819206826,0.21274343952866276,0.0,MK,Cash
1,552.61,27,F,368,0.13143084634733357,0.6374839398490799,0.0,0.17057237473082287,0.0605128390727638,TKO,Credit Card
1,285.62,74,M,373,0.3856172536937189,0.0,0.0,0.44373643302289756,0.17064631328338353,CYB,Cash
3,11983.039999999999,48,F,2,0.009979103800037385,0.0,0.9336737589125964,0.05634713728736614,0.0,MK,Credit Card
5,8013.14,20,F,172,0.04731104161414877,0.0,0.825848543766863,0.09472191924763577,0.03211849537135256,ST,Mobile Payment
1,379.51,60,M,722,0.0,0.0,0.0,1.0,0.0,CYB,Cash
3,1418.21,20,F,283,0.0,0.0,0.6374232306922107,0.26946644008997256,0.09311032921781684,CYB,Credit Card
4,7001.66,61,M,151,0.07040187612651858,0.0,0.8833548044320918,0.024542751290408275,0.02170056815098134,CYB,Cash
7,10841.08,46,F,323,0.05647131097639719,0.021573496367520578,0.8432665380201972,0.0697716463673361,0.00891700826854889,MK,Credit Card
2,6504.52,30,M,24,0.014223955034345346,0.16184591637814935,0.8092587923474752,0.010056084076918818,0.00461525216311119,CYB,Mobile Payment
1,2696.1,22,M,671,0.0,0.0,0.9559586068765996,0.04404139312340047,0.0,MK,Mobile Payment
4,5904.81,16,M,224,0.02810420657057551,0.09780839688321892,0.7750562676868519,0.0797790276063074,0.019252101253046244,ST,Cash
3,3721.05,75,M,78,0.04536085244756184,0.0,0.7456685612931835,0.16542911275043334,0.043541473508821434,ST,Mobile Payment
4,3717.53,43,M,27,0.09018622580046427,0.08749357772499482,0.668193666224617,0.14666996634862395,0.007456563901300056,ST,Credit Card
3,3309.8600000000006,73,F,7,0.032400161940384184,0.0,0.809937580441469,0.13359477440133422,0.024067483216812798,CYB,Cash
2,344.73,59,M,346,0.0,0.7627418559452325,0.0,0.2372581440547675,0.0,CYB,Credit Card
5,5932.13,53,M,181,0.07510118625181848,0.3048972291571493,0.5854861575858925,0.008647821271617446,0.02586760573352236,MK,Cash
4,6878.88,52,F,369,0.03999488288791198,0.15295367850580327,0.6737695671388365,0.1242222571116228,0.009059614355825366,CYB,Mobile Payment
5,6427.52,71,M,197,0.02874670168276411,0.02013996066912277,0.7052020063725979,0.2094944862093,0.03641684506621527,MK,Credit Card
3,3402.83,17,M,394,0.09544996370667942,0.1924633319913131,0.5467478539921183,0.14946382863675237,0.01587502167313677,ST,Mobile Payment
2,8341.91,49,M,15,0.06343151628344108,0.0,0.9311836258123141,0.005384857904244951,0.0,MK,Cash
4,13099.43,58,M,255,0.01738167233230759,0.08046991357639226,0.8684339700277035,0.03371444406359666,0.0,MK,Mobile Payment
5,5723.150000000001,27,F,338,0.010871635375623565,0.25035338930484086,0.5856058289578292,0.13363794413915414,0.019531202222552266,CYB,Mobile Payment
2,509.78,32,F,339,0.0,0.0,0.0,1.0,0.0,CYB,Cash
6,16963.190000000002,48,F,40,0.0,0.044600101749729844,0.8629243674096676,0.07825002254882484,0.014225508291777666,MK,Credit Card
7,11372.02,76,M,24,0.009698364934286084,0.04388754152736278,0.8631025974277218,0.07397102713502088,0.009340468975608557,CYB,Cash
4,4267.09,16,M,290,0.03570817582942942,0.07646428830889435,0.7521613089951231,0.10472007855470589,0.030946148311847187,CYB,Cash
2,3875.6200000000003,16,M,183,0.035702674668827185,0.0,0.8103684055712377,0.1413528674121818,0.012576052347753393,CYB,Cash
3,957.9100000000001,65,F,171,0.3188399745278784,0.0,0.0,0.6156319487216961,0.0655280767504254,CYB,Mobile Payment
5,7626.880000000001,55,M,94,0.03231596668624654,0.14790058320046992,0.6948909645884032,0.11651815683477386,0.00837432869010657,CYB,Mobile Payment
3,8214.02,29,F,75,0.023844597407846585,0.09339154275251338,0.7771273992515236,0.09234333493222563,0.01329312565589078,MK,Cash
3,10149.789999999999,17,F,363,0.024774896820525354,0.05256266385806997,0.8800871742173978,0.04257526510400708,0.0,MK,Cash
5,11633.86,22,M,167,0.00980414067214149,0.1675565977242291,0.7750892652997371,0.047549996303892256,0.0,TKO,Mobile Payment
3,10304.65,24,F,449,0.0,0.07533395117738108,0.8700489584799095,0.054617090342709354,0.0,TKO,Credit Card
7,10758.95,21,M,35,0.010175714172851442,0.11131755422229866,0.7968509938237469,0.06607522109499533,0.015580516686107847,MK,Cash
1,2457.32,55,M,656,0.09521755408331026,0.0,0.9047824459166898,0.0,0.0,ST,Mobile Payment
4,5974.45,72,M,105,0.023854915515235706,0.0,0.7958155143988148,0.16925239980249226,0.011077170283457054,TKO,Credit Card
5,12963.109999999999,18,M,5,0.03286402722803401,0.03315793817995836,0.8471022771541705,0.07242552134480075,0.014450236093036315,CYB,Credit Card
1,877.93,36,F,608,0.0,0.4324718371624161,0.0,0.5675281628375838,0.0,MK,Credit Card
3,1493.76,57,F,609,0.0,0.18228497215081407,0.6553462403598972,0.09477426092544987,0.06759452656383891,MK,Cash
4,9967.95,41,F,39,0.03692434251776946,0.053838552560957875,0.8778615462557497,0.02598929569269509,0.005386262972827914,CYB,Cash
1,424.43,61,F,431,0.0,0.0,0.0,1.0,0.0,CYB,Cash
1,170.41,35,M,398,0.4262073821958805,0.0,0.0,0.5737926178041195,0.0,TKO,Mobile Payment
4,9286.99,46,M,22,0.043063468357347215,0.022036203333911205,0.8948421393799282,0.01739207213532049,0.022666116793492834,CYB,Cash
2,1079.97,70,M,366,0.14999490726594258,0.5043751215311537,0.0,0.22663592507199273,0.11899404613091104,CYB,Credit Card
1,3948.05,66,M,43,0.06986740289510013,0.08922885981687162,0.8409037372880283,0.0,0.0,ST,Credit Card
1,4038.83,56,M,157,0.0,0.0,0.9527561199654355,0.03334381491669616,0.013900065117868293,MK,Credit Card
2,3018.35,18,F,238,0.07258601553829079,0.06266006261699274,0.6908410224129078,0.1582453989762619,0.015667500455546907,TKO,Mobile Payment
2,3508.1800000000003,29,F,343,0.08878392784862807,0.12664116436442827,0.6763963080571692,0.10817859972977441,0.0,MK,Mobile Payment
5,8308.48,49,M,99,0.02424270143275304,0.08052856840240331,0.8220938125866584,0.06898975504544753,0.004145162532737636,MK,Cash
3,4521.82,54,M,507,0.0,0.11798346683415084,0.7311569235396366,0.14489519706666784,0.005964412559544607,MK,Cash
1,1728.3,48,F,225,0.08434878204015507,0.0,0.8929699704912342,0.0,0.022681247468610777,CYB,Credit Card
2,3512.2200000000003,59,M,197,0.038141118722631276,0.0,0.7472168599916862,0.21464202128568258,0.0,MK,Mobile Payment
2,1246.28,29,M,32,0.095612542927753,0.3986423596623552,0.0,0.5057450974098918,0.0,MK,Cash
1,2359.23,67,M,723,0.0,0.0,0.8784221970727738,0.12157780292722627,0.0,TKO,Credit Card
4,12793.32,55,M,406,0.024003151644764614,0.0,0.960427004092761,0.012765255617775528,0.002804588644698953,CYB,Cash
3,2578.05,37,M,338,0.14880238940284324,0.1419522507321425,0.6649289191443145,0.0,0.04431644072069975,CYB,Cash
4,4519.66,33,M,218,0.024627958740259224,0.0651907444365284,0.7101286379948935,0.18283454950151118,0.017218109326807767,TKO,Cash
2,4595.42,17,F,150,0.033004600232405305,0.034157922453225166,0.8502530780646818,0.08258439924968773,0.0,CYB,Mobile Payment
1,309.04,51,F,671,0.0,1.0,0.0,0.0,0.0,ST,Cash
1,3605.8700000000003,52,F,644,0.0,0.07991413999950082,0.8368493595165661,0.04426670955969018,0.03896979092424298,CYB,Mobile Payment
1,2085.26,18,F,216,0.0,0.12242118488821536,0.8220653539606572,0.0,0.05551346115112744,ST,Credit Card
4,9507.74,68,M,5,0.01195131545456649,0.057898091449703086,0.9068916482781397,0.012981002846102228,0.010277941971488493,MK,Cash
5,8413.460000000001,17,F,60,0.055336330118643216,0.19986664226132886,0.6884337715993181,0.039543778659433815,0.016819477361275856,TKO,Mobile Payment
2,4540.72,64,M,324,0.016618509839849187,0.06333797283250235,0.7615422223788298,0.15850129494881873,0.0,CYB,Credit Card
3,1081.23,58,M,206,0.2912146351840034,0.2725044625102892,0.0,0.3925436771084783,0.04373722519722908,CYB,Mobile Payment
3,12716.73,39,F,165,0.028438128355324048,0.01972362391904208,0.9248265867090046,0.01962061001531054,0.007391051001318736,CYB,Credit Card
6,2509.71,56,M,100,0.078216208247168,0.4612246036394643,0.0,0.4449876678978846,0.015571520215483062,MK,Credit Card
3,3809.6000000000004,57,M,231,0.0,0.16022942041159177,0.6188471230575388,0.19923876522469547,0.021684691306173873,MK,Credit Card
3,8937.14,54,F,98,0.010390348590264893,0.12274844077635573,0.7858185056964532,0.07409305437757491,0.006949650559351201,TKO,Cash
2,927.22,44,F,518,0.49608507150406594,0.38112853475981967,0.0,0.1227863937361144,0.0,ST,Mobile Payment
1,1692.33,23,F,117,0.0,0.9204233216925777,0.0,0.0795766783074223,0.0,MK,Cash
3,7020.03,42,M,99,0.03012095389905741,0.0,0.7898185620289373,0.17098787327119683,0.009072610800808543,CYB,Credit Card
3,2263.6800000000003,16,F,6,0.0,0.0,0.47146239751201585,0.466753251342946,0.06178435114503818,CYB,Credit Card
2,4424.05,73,F,535,0.05456086617465896,0.0,0.9053695143590149,0.040069619466326103,0.0,MK,Mobile Payment
5,18082.61,42,M,201,0.01910398996605026,0.08779540121697037,0.8534420639498392,0.03775395255441555,0.0019045923127247672,CYB,Credit Card
1,1141.52,69,F,534,0.0,0.7852424837059359,0.0,0.14519237507884222,0.0695651412152218,TKO,Mobile Payment
3,9326.12,64,M,246,0.0,0.09072476013604798,0.8518354900001286,0.05743974986382333,0.0,ST,Mobile Payment
2,6700.9,32,M,99,0.0,0.1316957423629662,0.8452178065632975,0.023086451073736365,0.0,CYB,Credit Card
6,3459.49,64,M,116,0.03284588190744878,0.23962780641077155,0.33310112184165874,0.35032042295251614,0.04410476688760483,ST,Credit Card
2,7118.170000000001,62,M,261,0.0,0.0,0.9553508837243281,0.044649116275671974,0.0,TKO,Credit Card
4,3420.96,61,M,131,0.0,0.0,0.7539784154155559,0.22187339226415975,0.024148192320284364,TKO,Credit Card
2,8247.880000000001,33,M,476,0.020344621890716157,0.0372592714733968,0.9298934999054302,0.005190424690950887,0.0073121820395059085,MK,Credit Card
